market_id,symbol,question,polarity,polarity_source,pct,converged,asset_confidence,question_confidence,archetype,relevance,split,entry_date,entry_prob,entry_price,exit_date,exit_price,exit_reason,peak_pct,trough_pct,return_pct,_entry_ts,_exit_ts,candidate_t_theta,candidate_t_e,_qty,_position_size_pct,_asset_entry_notional,_equity_at_entry,invested_frac_pct,_benchmark_sell_cost,_asset_buy_cost,realized_exit_reason,gross_pnl,pnl,pnl_pct,txn_cost,exit_value,benchmark_rebuy_qty
1099181,GS,Will Goldman Sachs (GS) beat quarterly earnings?,1,llm,0.94,YES,7.0,7.0,Goldman Sachs Earnings,1.0,test,2026-01-05,0.94,948.44,2026-01-14,932.67,resolution-1d,1.07,-3.78,-1.66,2026-01-05 00:00:00+00:00,2026-01-14 00:00:00+00:00,2026-01-04,2026-01-15,11,0.10623478074470787,10432.84,100661.58,10.3643,5.95,5.57,resolution-1d,-173.47,-196.23,-1.8809,22.76,10259.37,16.5412
1118155,IBKR,Will Interactive Brokers (IBKR) beat quarterly earnings?,1,llm,0.84,YES,6.0,6.0,Interactive Brokers Earnings,1.0,test,2026-01-06,0.84,72.88,2026-01-14,71.35,poly<0.5457418105663847,0.0,-4.87,-2.1,2026-01-06 00:00:00+00:00,2026-01-14 00:00:00+00:00,2026-01-06,2026-01-20,71,0.10623478074470787,5174.48,101311.1,5.1075,3.09,2.94,poly<0.5457418105663847,-108.63,-120.56,-2.33,11.93,5065.85,8.1671
1139580,PG,Will Procter & Gamble (PG) beat quarterly earnings?,1,llm,0.875,YES,7.0,7.0,Procter & Gamble Earnings,0.98,test,2026-01-09,0.875,141.87,2026-01-15,146.13,profit_lock_3%,3.55,-0.73,3.0,2026-01-09 00:00:00+00:00,2026-01-15 00:00:00+00:00,2026-01-09,2026-01-22,75,0.10623478074470787,10640.25,100829.77,10.5527,6.0,5.67,profit_lock_3%,319.5,295.87,2.7807,23.63,10959.75,17.6072
1139951,MKC,Will McCormick & Company (MKC) beat quarterly earnings?,1,llm,0.815,YES,6.0,6.0,McCormick & Company Earnings,0.95,test,2026-01-12,0.815,66.84,2026-01-15,68.18,profit_lock_2%,2.66,-0.81,2.0,2026-01-12 00:00:00+00:00,2026-01-15 00:00:00+00:00,2026-01-09,2026-01-22,158,0.10623478074470787,10560.72,100093.17,10.5509,5.96,5.83,profit_lock_2%,211.72,187.96,1.7798,23.76,10772.44,17.3059
1198857,LMT,Will Lockheed Martin (LMT) beat quarterly earnings?,1,llm,0.785,NO,7.0,7.0,Lockheed Martin Earnings,1.0,test,2026-01-16,0.785,582.43,2026-01-20,576.06,poly<0.5457418105663847,0.0,-1.55,-1.09,2026-01-16 00:00:00+00:00,2026-01-20 00:00:00+00:00,2026-01-16,2026-01-29,18,0.10623478074470787,10483.74,98936.39,10.5964,5.87,5.59,poly<0.5457418105663847,-114.66,-137.47,-1.3113,22.81,10369.08,17.0341
1198858,KMI,Will Kinder Morgan (KMI) beat quarterly earnings?,1,llm,0.755,YES,6.0,6.0,Kinder Morgan Earnings,1.0,test,2026-01-16,0.755,27.96,2026-01-20,27.96,resolution-1d,0.0,-2.04,0.0,2026-01-16 00:00:00+00:00,2026-01-20 00:00:00+00:00,2026-01-16,2026-01-21,375,0.10623478074470787,10485.0,98924.93,10.5989,5.89,6.55,resolution-1d,0.0,-24.87,-0.2372,24.87,10485.0,17.2229
1139368,AAL,Will American Airlines (AAL) beat quarterly earnings?,1,llm,0.775,YES,5.0,5.0,American Airlines Earnings,0.97,test,2026-01-09,0.775,15.99,2026-01-21,15.15,resolution-1d,1.69,-8.38,-5.25,2026-01-09 00:00:00+00:00,2026-01-21 00:00:00+00:00,2026-01-09,2026-01-22,668,0.10623478074470787,10681.32,100818.1,10.5946,5.97,7.68,resolution-1d,-561.12,-587.85,-5.5036,26.73,10120.2,16.4002
1175891,TXN,Will Texas Instruments (TXN) beat quarterly earnings?,1,llm,0.695,YES,7.0,7.0,Texas Instruments Earnings,1.0,test,2026-01-20,0.695,189.59,2026-01-22,195.28,profit_lock_3%,3.45,-0.87,3.0,2026-01-20 00:00:00+00:00,2026-01-22 00:00:00+00:00,2026-01-14,2026-01-27,54,0.10623478074470787,10237.86,96948.92,10.5601,5.78,5.47,profit_lock_3%,307.26,284.48,2.7787,22.78,10545.12,16.9689
1230449,PLTR,Will Palantir Technologies Inc (PLTR) beat quarterly earnings?,1,llm,0.895,YES,6.0,6.0,Palantir Technologies Earnings,1.0,test,2026-01-21,0.895,165.33,2026-01-23,168.64,profit_lock_2%,2.22,-2.55,2.0,2026-01-21 00:00:00+00:00,2026-01-23 00:00:00+00:00,2026-01-21,2026-02-02,63,0.10623478074470787,10415.79,98463.16,10.5784,5.84,5.56,profit_lock_2%,208.53,185.52,1.7811,23.01,10624.32,17.0425
1230453,MPC,Will Marathon Petroleum Corp (MPC) beat quarterly earnings?,1,llm,0.735,YES,6.0,6.0,Marathon Petroleum Earnings,1.0,test,2026-01-21,0.735,177.48,2026-01-26,172.54,poly<0.5457418105663847,2.33,-2.95,-2.78,2026-01-21 00:00:00+00:00,2026-01-26 00:00:00+00:00,2026-01-21,2026-02-03,58,0.10623478074470787,10293.84,98416.45,10.4595,5.86,5.5,poly<0.5457418105663847,-286.52,-308.86,-3.0004,22.34,10007.32,15.9824
1175892,UNP,Will Union Pacific (UNP) beat quarterly earnings?,1,llm,0.775,YES,6.0,6.0,Union Pacific Earnings,1.0,test,2026-01-22,0.775,231.37,2026-01-26,230.89,resolution-1d,1.0,-0.9,-0.21,2026-01-22 00:00:00+00:00,2026-01-26 00:00:00+00:00,2026-01-13,2026-01-27,45,0.10623478074470787,10411.65,98283.93,10.5934,5.84,5.56,resolution-1d,-21.6,-44.37,-0.4262,22.77,10390.05,16.5937
1237794,YUM,Will Yum! Brands (YUM) beat quarterly earnings?,1,llm,0.695,NO,6.0,6.0,Yum! Brands Earnings,0.95,test,2026-01-22,0.695,153.53,2026-01-26,152.82,poly<0.5457418105663847,0.28,-1.26,-0.46,2026-01-22 00:00:00+00:00,2026-01-26 00:00:00+00:00,2026-01-22,2026-02-04,31,0.10623478074470787,4759.43,98261.13,4.8437,2.92,2.73,poly<0.5457418105663847,-22.01,-33.23,-0.6981,11.22,4737.42,7.5654
1237792,ORLY,Will O'Reilly Automotive (ORLY) beat quarterly earnings?,1,llm,0.825,YES,6.0,6.0,O'Reilly Automotive Earnings,0.95,test,2026-01-22,0.825,98.88,2026-01-27,101.85,profit_lock_3%,3.27,-1.18,3.0,2026-01-22 00:00:00+00:00,2026-01-27 00:00:00+00:00,2026-01-22,2026-02-04,105,0.10623478074470787,10382.4,98272.53,10.5649,5.85,5.56,profit_lock_3%,311.85,288.74,2.781,23.11,10694.25,16.9261
1230452,PFE,Will Pfizer Inc (PFE) beat quarterly earnings?,1,llm,0.8,YES,6.0,6.0,Pfizer Earnings,1.0,test,2026-01-21,0.8,25.89,2026-01-28,26.67,profit_lock_3%,3.63,-1.97,3.0,2026-01-21 00:00:00+00:00,2026-01-28 00:00:00+00:00,2026-01-21,2026-02-03,403,0.10623478074470787,10433.67,98428.93,10.6002,5.85,6.63,profit_lock_3%,314.34,289.06,2.7704,25.28,10748.01,16.9534
1230451,PEP,Will PepsiCo Inc (PEP) beat quarterly earnings?,1,llm,0.86,YES,7.0,7.0,PepsiCo Earnings,1.0,test,2026-01-21,0.86,146.74,2026-01-29,149.67,profit_lock_2%,2.25,-2.51,2.0,2026-01-21 00:00:00+00:00,2026-01-29 00:00:00+00:00,2026-01-21,2026-02-03,71,0.10623478074470787,10418.54,98440.35,10.5836,5.85,5.56,profit_lock_2%,208.03,185.0,1.7757,23.03,10626.57,16.8644
1244959,AXP,Will American Express (AXP) beat quarterly earnings?,1,llm,0.755,YES,7.0,7.0,American Express Earnings,0.95,test,2026-01-23,0.755,361.69,2026-01-29,358.5,resolution-1d,0.88,-1.67,-0.88,2026-01-23 00:00:00+00:00,2026-01-29 00:00:00+00:00,2026-01-23,2026-01-30,28,0.10623478074470787,10127.32,98125.88,10.3207,5.85,5.41,resolution-1d,-89.32,-111.59,-1.1019,22.27,10038.0,15.9303
1244937,VZ,Will Verizon Communications (VZ) beat quarterly earnings?,1,llm,0.735,YES,6.0,6.0,Verizon Earnings,0.95,test,2026-01-26,0.735,39.62,2026-01-29,39.81,resolution-1d,0.61,-1.09,0.48,2026-01-26 00:00:00+00:00,2026-01-29 00:00:00+00:00,2026-01-23,2026-01-30,262,0.10623478074470787,10380.44,98022.46,10.5899,5.85,6.11,resolution-1d,49.78,25.84,0.2489,23.94,10430.22,16.5519
1254528,MCHP,Will Microchip Technology (MCHP) beat quarterly earnings?,1,llm,0.695,YES,6.0,6.0,Microchip Technology Earnings,0.95,test,2026-01-26,0.695,74.79,2026-01-29,80.77,profit_lock_8%,8.88,-1.12,8.0,2026-01-26 00:00:00+00:00,2026-01-29 00:00:00+00:00,2026-01-24,2026-02-05,139,0.10623478074470787,10395.81,98010.5,10.6068,5.83,5.68,profit_lock_8%,831.22,807.34,7.766,23.88,11227.03,17.8172
1230450,DIS,Will Walt Disney Co (DIS) beat quarterly earnings?,1,llm,0.805,YES,6.0,6.0,Walt Disney Earnings,1.0,test,2026-01-21,0.805,113.19,2026-01-30,112.8,resolution-1d,0.97,-3.91,-0.34,2026-01-21 00:00:00+00:00,2026-01-30 00:00:00+00:00,2026-01-21,2026-02-02,92,0.10623478074470787,10413.48,98451.75,10.5772,5.85,5.56,resolution-1d,-35.88,-58.65,-0.5632,22.77,10377.6,16.6695
1254527,ALL,Will Allstate (ALL) beat quarterly earnings?,1,llm,0.73,YES,6.0,6.0,Allstate Earnings,0.9,test,2026-01-26,0.73,196.02,2026-01-30,199.94,profit_lock_2%,2.05,-1.71,2.0,2026-01-26 00:00:00+00:00,2026-01-30 00:00:00+00:00,2026-01-24,2026-02-04,25,0.10623478074470787,4900.5,97998.99,5.0006,2.95,2.8,profit_lock_2%,98.0,86.42,1.7634,11.58,4998.5,8.0285
1230454,CMG,Will Chipotle Mexican Grill Inc (CMG) beat quarterly earnings?,1,llm,0.78,YES,7.0,7.0,Chipotle Mexican Grill Earnings,1.0,test,2026-01-21,0.78,40.72,2026-02-02,38.51,resolution-1d,1.5,-6.63,-5.43,2026-01-21 00:00:00+00:00,2026-02-02 00:00:00+00:00,2026-01-21,2026-02-03,256,0.10623478074470787,10424.32,98405.09,10.5933,5.79,6.11,resolution-1d,-565.76,-589.03,-5.6506,23.27,9858.56,15.7268
1230455,FOXA,Will Fox Corp (FOXA) beat quarterly earnings?,1,llm,0.805,YES,6.0,6.0,Fox Corp Earnings,1.0,test,2026-01-21,0.805,72.7,2026-02-02,72.38,resolution-1d,1.02,-2.37,-0.44,2026-01-21 00:00:00+00:00,2026-02-02 00:00:00+00:00,2026-01-21,2026-02-03,143,0.10623478074470787,10396.1,98393.2,10.5659,5.86,5.7,resolution-1d,-45.76,-68.8,-0.6618,23.04,10350.34,16.5121
1287906,TMUS,Will T-Mobile (TMUS) beat quarterly earnings?,1,llm,0.775,NO,6.0,6.0,T-Mobile Earnings,1.0,test,2026-01-29,0.775,189.28,2026-02-02,196.85,profit_lock_4%,4.25,-1.6,4.0,2026-01-29 00:00:00+00:00,2026-02-02 00:00:00+00:00,2026-01-29,2026-02-11,55,0.10623478074470787,10410.4,98787.23,10.5382,5.88,5.56,profit_lock_4%,416.35,393.09,3.7759,23.26,10826.75,17.2724
1287878,PYPL,Will PayPal (PYPL) beat quarterly earnings?,1,llm,0.82,YES,6.0,6.0,PayPal Earnings,1.0,test,2026-01-29,0.82,53.11,2026-02-02,52.33,resolution-1d,0.0,-1.98,-1.47,2026-01-29 00:00:00+00:00,2026-02-02 00:00:00+00:00,2026-01-29,2026-02-03,197,0.10623478074470787,10462.67,98764.26,10.5936,5.86,5.92,resolution-1d,-153.66,-177.07,-1.6924,23.41,10309.01,16.4458
1279293,LYFT,Will Lyft (LYFT) beat quarterly earnings?,1,llm,0.7,YES,6.0,6.0,Lyft Earnings,1.0,test,2026-01-30,0.7,16.87,2026-02-03,17.38,profit_lock_3%,3.56,-2.55,3.0,2026-01-30 00:00:00+00:00,2026-02-03 00:00:00+00:00,2026-01-28,2026-02-10,623,0.10623478074470787,10510.01,99189.42,10.5959,5.9,7.44,profit_lock_3%,317.73,290.74,2.7663,26.99,10827.74,17.5405
1287905,CSCO,Will Cisco Systems (CSCO) beat quarterly earnings?,1,llm,0.695,YES,7.0,7.0,Cisco Earnings,1.0,test,2026-01-29,0.695,78.43,2026-02-04,83.14,profit_lock_6%,6.15,-1.02,6.0,2026-01-29 00:00:00+00:00,2026-02-04 00:00:00+00:00,2026-01-29,2026-02-11,133,0.10623478074470787,10431.19,98775.79,10.5605,5.85,5.68,profit_lock_6%,626.43,602.73,5.7781,23.7,11057.62,18.2343
1280185,CRSP,Will CRISPR Therapeutics (CRSP) beat quarterly earnings?,1,llm,0.71,YES,4.0,4.0,CRISPR Therapeutics Earnings,1.0,test,2026-02-02,0.71,51.31,2026-02-04,52.85,profit_lock_3%,3.29,-4.85,3.0,2026-02-02 00:00:00+00:00,2026-02-04 00:00:00+00:00,2026-01-28,2026-02-10,206,0.10623478074470787,10569.86,99930.8,10.5772,5.92,6.01,profit_lock_3%,317.24,293.06,2.7726,24.18,10887.1,17.9527
0xfa329502c8b388213ea57089a8081fddecd7b33b715a2734b0c66883cf8ee021,EL,Will Estee Lauder (EL) beat quarterly earnings?,1,llm,0.875,YES,,,Estee Lauder Earnings,1.0,test,2026-02-03,0.875,116.27,2026-02-04,119.61,resolution-1d,0.0,-1.15,2.87,2026-02-03 00:00:00+00:00,2026-02-04 00:00:00+00:00,2026-02-03,2026-02-05,85,0.10623478074470787,9882.95,99173.34,9.9653,5.59,5.29,resolution-1d,283.9,261.88,2.6498,22.02,10166.85,16.7655
1288097,MGM,Will MGM Resorts (MGM) beat quarterly earnings?,1,llm,0.7,YES,6.0,6.0,MGM Resorts Earnings,1.0,test,2026-01-29,0.7,33.34,2026-02-05,34.81,trailing_4.0ATR,17.73,-3.6,4.4,2026-01-29 00:00:00+00:00,2026-02-05 00:00:00+00:00,2026-01-29,2026-02-11,314,0.10623478074470787,10468.76,98799.44,10.596,5.88,6.33,trailing_4.0ATR,461.58,436.69,4.1714,24.89,10930.34,18.2866
1288098,HLT,Will Hilton Worldwide (HLT) beat quarterly earnings?,1,llm,0.755,YES,6.0,6.0,Hilton Earnings,1.0,test,2026-01-30,0.755,298.51,2026-02-05,307.47,profit_lock_3%,3.98,-1.14,3.0,2026-01-30 00:00:00+00:00,2026-02-05 00:00:00+00:00,2026-01-29,2026-02-11,19,0.10623478074470787,5671.69,99176.09,5.7188,3.47,3.19,profit_lock_3%,170.24,156.88,2.766,13.36,5841.93,9.7738
1280186,MAR,Will Marriott International (MAR) beat quarterly earnings?,1,llm,0.765,YES,6.0,6.0,Marriott International Earnings,1.0,test,2026-02-02,0.765,319.29,2026-02-05,328.87,profit_lock_3%,3.29,-1.58,3.0,2026-02-02 00:00:00+00:00,2026-02-05 00:00:00+00:00,2026-01-28,2026-02-10,33,0.10623478074470787,10536.57,99942.37,10.5426,5.95,5.62,profit_lock_3%,316.14,292.72,2.7781,23.42,10852.71,18.158
1279999,BP,Will BP (BP) beat quarterly earnings?,1,llm,0.705,NO,6.0,6.0,BP Earnings,1.0,test,2026-02-02,0.705,37.7,2026-02-05,39.21,profit_lock_4%,4.8,-1.09,4.0,2026-02-02 00:00:00+00:00,2026-02-05 00:00:00+00:00,2026-01-28,2026-02-10,281,0.10623478074470787,10593.7,99918.88,10.6023,5.93,6.28,profit_lock_4%,424.31,399.45,3.7706,24.86,11018.01,18.4335
1280187,NET,Will Cloudflare (NET) beat quarterly earnings?,1,llm,0.745,YES,6.0,6.0,Cloudflare Earnings,1.0,test,2026-01-28,0.745,184.88,2026-02-09,173.75,resolution-1d,1.15,-13.27,-6.02,2026-01-28 00:00:00+00:00,2026-02-09 00:00:00+00:00,2026-01-28,2026-02-10,56,0.10623478074470787,10353.28,98713.52,10.4882,5.87,5.53,resolution-1d,-623.28,-645.38,-6.2335,22.1,9730.0,15.8212
1280193,FIS,Will Fidelity National Information Services (FIS) beat quarterly earnings?,1,llm,0.73,YES,6.0,6.0,Fidelity National Information Services Earnings,1.0,test,2026-01-28,0.73,56.19,2026-02-09,50.59,resolution-1d,0.53,-10.62,-9.97,2026-01-28 00:00:00+00:00,2026-02-09 00:00:00+00:00,2026-01-28,2026-02-10,186,0.10623478074470787,10451.34,98702.12,10.5888,5.82,5.88,resolution-1d,-1041.6,-1063.97,-10.1802,22.37,9409.74,15.3
1321489,USFD,Will US Foods (USFD) beat quarterly earnings?,1,llm,0.755,YES,5.0,5.0,US Foods Earnings,1.0,test,2026-02-03,0.755,87.89,2026-02-09,90.53,profit_lock_3%,3.23,-4.16,3.0,2026-02-03 00:00:00+00:00,2026-02-09 00:00:00+00:00,2026-02-03,2026-02-12,119,0.10623478074470787,10458.91,99184.89,10.5449,5.91,5.65,profit_lock_3%,314.16,290.77,2.7801,23.39,10773.07,17.5173
1339376,AMPL,Will Amplitude (AMPL) beat quarterly earnings?,1,llm,0.75,YES,4.0,4.0,Amplitude Earnings,1.0,test,2026-02-05,0.75,7.31,2026-02-09,7.6,profit_lock_4%,4.65,-3.56,4.0,2026-02-05 00:00:00+00:00,2026-02-09 00:00:00+00:00,2026-02-05,2026-02-18,1441,0.10623478074470787,10533.71,99337.82,10.6039,5.87,10.31,profit_lock_4%,417.89,385.07,3.6556,32.82,10951.6,17.8001
1339470,WING,Will Wingstop (WING) beat quarterly earnings?,1,llm,0.755,YES,6.0,6.0,Wingstop Earnings,1.0,test,2026-02-05,0.755,266.17,2026-02-09,271.49,profit_lock_2%,2.98,-1.56,2.0,2026-02-05 00:00:00+00:00,2026-02-09 00:00:00+00:00,2026-02-05,2026-02-18,39,0.10623478074470787,10380.63,99310.11,10.4527,5.91,5.54,profit_lock_2%,207.48,184.45,1.7769,23.03,10588.11,17.2167
1339584,OXY,Will Occidental Petroleum (OXY) beat quarterly earnings?,1,llm,0.72,YES,5.0,5.0,Occidental Petroleum Earnings,1.0,test,2026-02-05,0.72,45.09,2026-02-09,45.99,profit_lock_2%,2.91,-1.26,2.0,2026-02-05 00:00:00+00:00,2026-02-09 00:00:00+00:00,2026-02-05,2026-02-18,166,0.10623478074470787,7484.94,99287.32,7.5387,4.2,4.32,profit_lock_2%,149.4,132.11,1.765,17.29,7634.34,12.413
1352087,FNF,Will Fidelity National Financial (FNF) beat quarterly earnings?,1,llm,0.73,YES,6.0,6.0,Fidelity National Financial Earnings,0.95,test,2026-02-09,0.73,56.27,2026-02-10,56.94,poly<0.5457418105663847,0.0,-0.27,1.19,2026-02-09 00:00:00+00:00,2026-02-10 00:00:00+00:00,2026-02-07,2026-02-19,189,0.10623478074470787,10635.03,100435.21,10.5889,5.96,5.98,poly<0.5457418105663847,126.63,102.62,0.965,24.01,10761.66,17.5799
1339377,MCO,Will Moody's (MCO) beat quarterly earnings?,1,llm,0.755,YES,6.0,6.0,Moody's Earnings,1.0,test,2026-02-05,0.755,457.7,2026-02-12,405.83,trailing_4.0ATR,1.72,-12.11,-11.33,2026-02-05 00:00:00+00:00,2026-02-12 00:00:00+00:00,2026-02-05,2026-02-18,23,0.10623478074470787,10527.1,99321.64,10.599,5.92,5.61,trailing_4.0ATR,-1193.01,-1214.83,-11.54,21.82,9334.09,15.5231
1339583,ADI,Will Analog Devices (ADI) beat quarterly earnings?,1,llm,0.755,YES,6.0,6.0,Analog Devices Earnings,1.0,test,2026-02-05,0.755,322.12,2026-02-12,335.0,profit_lock_4%,4.88,-2.71,4.0,2026-02-05 00:00:00+00:00,2026-02-12 00:00:00+00:00,2026-02-05,2026-02-18,32,0.10623478074470787,10307.84,99298.66,10.3806,5.83,5.5,profit_lock_4%,412.16,389.12,3.775,23.04,10720.0,17.8281
1362778,AS,Will Amer Sports (AS) beat quarterly earnings?,1,llm,0.73,YES,4.0,4.0,Amer Sports Earnings,0.95,test,2026-02-10,0.73,40.2,2026-02-12,41.0,profit_lock_2%,2.76,-5.47,2.0,2026-02-10 00:00:00+00:00,2026-02-12 00:00:00+00:00,2026-02-10,2026-02-24,263,0.10623478074470787,10572.6,99720.31,10.6023,5.93,6.21,profit_lock_2%,210.4,185.91,1.7584,24.49,10783.0,17.932
1360923,BBBY,Will Bed Bath & Beyond (BBBY) beat quarterly earnings?,1,llm,0.72,YES,3.0,3.0,Bed Bath & Beyond Earnings,0.95,test,2026-02-10,0.72,5.39,2026-02-12,5.55,profit_lock_3%,3.53,-10.95,3.0,2026-02-10 00:00:00+00:00,2026-02-12 00:00:00+00:00,2026-02-10,2026-02-23,1961,0.10623478074470787,10569.79,99696.63,10.602,5.91,12.15,profit_lock_3%,313.76,277.31,2.6236,36.45,10883.55,18.0893
1339362,LZB,Will La-Z-Boy (LZB) beat quarterly earnings?,1,llm,0.755,YES,5.0,5.0,La-Z-Boy Earnings,1.0,test,2026-02-05,0.755,38.51,2026-02-13,38.34,resolution-1d,1.77,-4.31,-0.44,2026-02-05 00:00:00+00:00,2026-02-13 00:00:00+00:00,2026-02-05,2026-02-17,273,0.10623478074470787,10513.23,99361.43,10.5808,5.92,6.21,resolution-1d,-46.41,-70.6,-0.6715,24.19,10466.82,17.369
1339793,ED,Will Consolidated Edison (ED) beat quarterly earnings?,1,llm,0.755,YES,6.0,6.0,Consolidated Edison Earnings,1.0,test,2026-02-05,0.755,108.87,2026-02-13,112.14,profit_lock_3%,3.72,-2.54,3.0,2026-02-05 00:00:00+00:00,2026-02-13 00:00:00+00:00,2026-02-05,2026-02-19,96,0.10623478074470787,10451.52,99349.3,10.52,5.9,5.58,profit_lock_3%,313.92,290.68,2.7812,23.24,10765.44,17.8656
1363713,CRM,Will Salesforce (CRM) beat quarterly earnings?,1,llm,0.795,YES,7.0,7.0,Salesforce Earnings,0.98,test,2026-02-11,0.795,185.0,2026-02-17,192.4,profit_lock_4%,4.57,-2.57,4.0,2026-02-11 00:00:00+00:00,2026-02-17 00:00:00+00:00,2026-02-11,2026-02-25,34,0.10623478074470787,6290.0,97938.32,6.4224,3.66,3.5,profit_lock_4%,251.6,237.02,3.7682,14.58,6541.6,10.8668
